,cpufreq,uncore_min,uncore_max,spark.reducer.maxSizeInFlight,spark.shuffle.file.buffer,spark.shuffle.sort.bypassMergeThreshold,spark.speculation.interval,spark.speculation.multiplier,spark.speculation.quantile,spark.broadcast.blockSize,spark.io.compression.snappy.blockSize,spark.kryoserializer.buffer.max,spark.kryoserializer.buffer,spark.driver.memory,spark.executor.memory,spark.network.timeout,spark.locality.wait,spark.task.maxFailures,spark.shuffle.compress,spark.memory.fraction,spark.shuffle.spill.compress,spark.broadcast.compress,spark.memory.storageFraction
102,1000000,10,10,48m,59k,740,280ms,3,0.7999999999999999,26m,112k,98m,54k,9g,13g,200s,10s,1,false,0.5,true,false,0.6
103,1900000,10,10,61m,63k,800,610ms,3,0.9999999999999999,22m,90k,92m,40k,13g,8g,480s,8s,1,true,0.6,false,false,0.8999999999999999
104,3700000,15,15,96m,61k,660,700ms,4,0.7,22m,67k,50m,52k,9g,13g,40s,7s,8,false,0.9999999999999999,true,false,0.9999999999999999
105,3700000,15,15,113m,75k,840,660ms,2,0.5,54m,39k,24m,70k,14g,14g,440s,5s,2,true,0.8999999999999999,true,false,0.6
106,2800000,20,20,125m,73k,370,830ms,1,0.7,8m,69k,64m,128k,11g,16g,80s,8s,3,true,0.7,true,true,0.6
107,3700000,15,15,46m,24k,690,720ms,5,0.9999999999999999,28m,91k,60m,92k,11g,17g,400s,2s,4,false,0.6,false,true,0.9999999999999999
108,1000000,24,24,57m,35k,860,700ms,2,0.7,56m,120k,106m,100k,12g,9g,420s,4s,3,true,0.7999999999999999,true,false,0.8999999999999999
109,1000000,10,10,77m,82k,270,480ms,3,0.9999999999999999,10m,33k,126m,58k,14g,10g,260s,7s,4,false,0.5,false,true,0.9999999999999999
110,2800000,10,10,93m,68k,970,260ms,3,0.7999999999999999,12m,98k,44m,118k,10g,11g,140s,8s,3,true,0.9999999999999999,false,true,0.7999999999999999
111,1900000,15,15,77m,116k,530,940ms,3,0.6,42m,108k,116m,116k,9g,12g,120s,2s,4,false,0.7,false,false,0.7999999999999999
112,1900000,24,24,92m,84k,570,720ms,3,0.9999999999999999,34m,85k,72m,52k,11g,9g,360s,4s,4,false,0.5,true,true,0.5
113,1000000,24,24,123m,108k,890,630ms,1,0.7999999999999999,36m,127k,36m,78k,8g,10g,420s,8s,3,false,0.5,false,false,0.6
114,3700000,15,15,24m,107k,350,240ms,1,0.7,24m,36k,92m,114k,13g,9g,340s,3s,8,false,0.9999999999999999,true,false,0.7
115,1000000,10,10,121m,41k,510,600ms,4,0.6,54m,97k,50m,128k,13g,12g,280s,7s,7,false,0.9999999999999999,true,true,0.5
116,3700000,24,24,52m,126k,1000,740ms,1,0.9999999999999999,56m,116k,96m,44k,9g,17g,20s,6s,3,false,0.9999999999999999,false,true,0.8999999999999999
117,2800000,15,15,113m,79k,280,540ms,5,0.5,32m,95k,44m,122k,10g,17g,320s,8s,5,true,0.6,true,false,0.7999999999999999
118,1000000,15,15,117m,53k,110,170ms,5,0.7999999999999999,50m,86k,36m,98k,9g,12g,460s,1s,4,true,0.7999999999999999,true,true,0.9999999999999999
119,2800000,24,24,78m,116k,720,690ms,1,0.7,10m,114k,94m,74k,14g,9g,180s,3s,2,false,0.9999999999999999,true,false,0.7999999999999999
120,3700000,20,20,91m,87k,600,660ms,1,0.7999999999999999,42m,124k,68m,30k,12g,15g,100s,10s,8,true,0.5,true,false,0.9999999999999999
121,1000000,20,20,89m,52k,760,290ms,1,0.9999999999999999,4m,103k,106m,92k,8g,9g,280s,1s,5,true,0.6,false,false,0.5
122,3700000,10,10,24m,97k,550,600ms,5,0.8999999999999999,4m,48k,58m,128k,14g,16g,140s,10s,8,true,0.5,false,false,0.7999999999999999
123,1900000,24,24,124m,46k,700,420ms,4,0.6,46m,31k,76m,104k,9g,9g,40s,2s,8,true,0.8999999999999999,true,false,0.7
124,1900000,15,15,99m,64k,420,370ms,3,0.6,10m,53k,78m,122k,14g,9g,420s,9s,8,false,0.7,false,false,0.5
125,2800000,24,24,115m,89k,130,890ms,1,0.8999999999999999,64m,52k,38m,76k,8g,18g,80s,9s,8,true,0.5,true,false,0.8999999999999999
126,1000000,24,24,114m,46k,560,330ms,4,0.8999999999999999,42m,68k,36m,34k,12g,9g,200s,3s,1,true,0.9999999999999999,false,true,0.6
127,1900000,24,24,78m,59k,240,280ms,3,0.7,14m,57k,80m,64k,8g,13g,200s,8s,3,false,0.9999999999999999,false,true,0.7999999999999999
128,1900000,20,20,31m,37k,160,660ms,5,0.7,42m,114k,78m,90k,12g,15g,140s,7s,4,true,0.8999999999999999,false,false,0.6
129,2800000,20,20,59m,108k,700,350ms,5,0.7999999999999999,44m,28k,104m,54k,10g,14g,340s,10s,2,false,0.6,false,true,0.9999999999999999
130,2800000,10,10,99m,31k,570,530ms,2,0.6,42m,32k,86m,48k,13g,10g,420s,6s,7,true,0.9999999999999999,true,false,0.5
131,3700000,10,10,25m,103k,170,490ms,5,0.7999999999999999,22m,127k,76m,88k,11g,10g,100s,3s,4,false,0.7,true,true,0.5
132,3700000,10,10,31m,109k,490,980ms,3,0.6,36m,48k,118m,62k,12g,18g,240s,3s,7,false,0.7999999999999999,false,true,0.6
133,3700000,20,20,56m,72k,310,170ms,2,0.7999999999999999,34m,65k,98m,80k,11g,12g,320s,8s,2,false,0.8999999999999999,false,false,0.5
134,2800000,15,15,97m,74k,210,220ms,2,0.6,6m,93k,94m,98k,8g,14g,320s,1s,3,true,0.9999999999999999,false,true,0.9999999999999999
135,3700000,15,15,109m,117k,410,800ms,5,0.7,10m,24k,64m,120k,14g,16g,100s,8s,1,true,0.9999999999999999,false,false,0.7
136,1000000,15,15,83m,78k,120,890ms,2,0.7999999999999999,52m,35k,42m,50k,13g,10g,200s,6s,4,false,0.5,true,false,0.7
137,3700000,20,20,28m,40k,880,780ms,4,0.5,30m,95k,88m,68k,10g,14g,440s,8s,8,true,0.8999999999999999,false,true,0.6
138,3700000,15,15,114m,62k,690,760ms,2,0.6,8m,96k,30m,38k,10g,11g,20s,10s,8,false,0.9999999999999999,false,true,0.9999999999999999
139,3700000,24,24,94m,87k,710,480ms,1,0.7999999999999999,42m,67k,108m,66k,13g,16g,440s,1s,5,true,0.8999999999999999,true,false,0.7999999999999999
140,1000000,15,15,111m,100k,680,830ms,1,0.6,56m,42k,84m,94k,9g,10g,60s,6s,3,false,0.8999999999999999,false,false,0.7999999999999999
141,2800000,15,15,66m,114k,680,370ms,3,0.6,38m,56k,90m,84k,8g,14g,480s,3s,5,false,0.5,false,false,0.7999999999999999
142,1000000,24,24,53m,68k,220,190ms,4,0.5,62m,54k,96m,110k,13g,10g,260s,9s,8,true,0.7999999999999999,false,false,0.7999999999999999
143,3700000,24,24,72m,64k,480,290ms,3,0.7999999999999999,14m,93k,102m,48k,8g,13g,180s,3s,6,true,0.5,false,true,0.9999999999999999
144,2800000,15,15,50m,35k,570,800ms,2,0.6,60m,111k,102m,110k,10g,13g,140s,3s,2,true,0.9999999999999999,true,false,0.5
145,3700000,10,10,93m,127k,870,620ms,2,0.9999999999999999,18m,74k,112m,88k,8g,18g,320s,5s,8,true,0.8999999999999999,true,false,0.8999999999999999
146,2800000,24,24,27m,41k,500,920ms,2,0.8999999999999999,60m,102k,56m,66k,11g,10g,120s,10s,3,false,0.5,true,false,0.8999999999999999
147,2800000,10,10,125m,72k,250,780ms,5,0.7,60m,28k,108m,112k,14g,10g,260s,2s,6,true,0.5,true,false,0.7999999999999999
148,2800000,20,20,73m,70k,730,730ms,3,0.7,10m,87k,92m,104k,14g,11g,140s,1s,1,true,0.9999999999999999,false,true,0.8999999999999999
149,1000000,15,15,87m,49k,470,930ms,5,0.7,48m,94k,24m,98k,8g,11g,480s,9s,3,true,0.5,false,true,0.7999999999999999
150,1900000,15,15,76m,41k,750,310ms,5,0.9999999999999999,50m,108k,34m,26k,12g,9g,60s,6s,7,false,0.5,false,false,0.6
151,3700000,24,24,91m,50k,900,340ms,2,0.7,8m,84k,56m,100k,12g,13g,480s,10s,6,true,0.9999999999999999,true,false,0.6
152,3700000,15,15,32m,32k,760,850ms,2,0.7999999999999999,26m,36k,108m,70k,12g,15g,60s,9s,1,true,0.7999999999999999,false,true,0.7
153,2800000,10,10,84m,52k,700,780ms,1,0.7,14m,52k,74m,98k,12g,17g,200s,7s,1,true,0.7,true,true,0.5
154,1900000,15,15,46m,87k,860,140ms,2,0.6,32m,53k,78m,114k,10g,18g,260s,8s,5,false,0.9999999999999999,true,false,0.7999999999999999
155,1900000,15,15,82m,95k,600,160ms,5,0.9999999999999999,46m,93k,112m,34k,14g,8g,500s,3s,2,false,0.7999999999999999,false,false,0.7
156,1900000,15,15,118m,64k,670,440ms,4,0.5,50m,103k,128m,100k,12g,11g,100s,10s,3,true,0.8999999999999999,true,true,0.7
157,2800000,24,24,39m,111k,500,340ms,1,0.9999999999999999,20m,86k,122m,124k,9g,18g,280s,7s,4,true,0.6,false,false,0.7
158,1900000,24,24,35m,80k,720,970ms,2,0.7,64m,81k,114m,24k,11g,18g,80s,10s,6,true,0.9999999999999999,false,true,0.8999999999999999
159,2800000,15,15,39m,107k,770,610ms,5,0.8999999999999999,44m,38k,126m,64k,10g,18g,380s,5s,2,false,0.7,true,true,0.7
160,3700000,24,24,125m,113k,630,730ms,3,0.7999999999999999,42m,102k,120m,124k,8g,18g,180s,7s,6,true,0.6,false,false,0.6
161,2800000,24,24,51m,54k,620,540ms,1,0.7,42m,84k,90m,74k,14g,11g,380s,5s,1,false,0.6,false,false,0.5
162,1900000,24,24,112m,54k,240,620ms,5,0.5,40m,97k,76m,26k,8g,18g,400s,2s,8,true,0.7,false,false,0.9999999999999999
163,1900000,15,15,85m,43k,690,780ms,1,0.5,36m,28k,86m,116k,8g,14g,120s,7s,5,true,0.7,true,false,0.6
164,1900000,24,24,37m,127k,970,120ms,5,0.6,36m,50k,36m,128k,14g,15g,80s,3s,2,false,0.7,false,false,0.8999999999999999
165,1000000,15,15,40m,34k,740,220ms,3,0.9999999999999999,42m,99k,64m,48k,9g,15g,100s,4s,8,false,0.7,true,true,0.7999999999999999
166,2800000,24,24,127m,111k,830,160ms,3,0.7,18m,63k,68m,42k,9g,18g,180s,4s,1,false,0.8999999999999999,false,true,0.5
167,3700000,10,10,101m,68k,800,890ms,1,0.5,44m,93k,28m,44k,8g,17g,480s,8s,6,true,0.9999999999999999,true,true,0.7
168,3700000,20,20,52m,102k,210,130ms,4,0.7,26m,107k,112m,26k,12g,11g,80s,9s,7,true,0.7,true,false,0.7999999999999999
169,3700000,24,24,104m,51k,910,960ms,1,0.9999999999999999,54m,91k,110m,44k,12g,10g,120s,5s,5,true,0.5,false,true,0.8999999999999999
170,3700000,24,24,126m,39k,280,610ms,4,0.5,52m,52k,124m,72k,10g,9g,60s,6s,1,true,0.6,false,true,0.7
171,1900000,15,15,81m,58k,280,560ms,1,0.5,52m,97k,84m,68k,11g,15g,180s,5s,3,true,0.7,true,false,0.9999999999999999
172,1900000,20,20,81m,107k,260,970ms,2,0.6,42m,66k,62m,58k,13g,11g,80s,2s,4,false,0.6,true,false,0.5
173,1900000,20,20,102m,89k,720,340ms,2,0.9999999999999999,32m,51k,64m,26k,14g,13g,320s,4s,8,true,0.7999999999999999,false,false,0.6
174,1900000,15,15,101m,124k,230,300ms,4,0.8999999999999999,18m,51k,72m,78k,10g,15g,480s,5s,3,true,0.9999999999999999,false,false,0.7
175,3700000,10,10,57m,68k,680,560ms,5,0.6,26m,79k,44m,118k,8g,8g,400s,10s,1,true,0.7999999999999999,true,true,0.8999999999999999
176,1900000,10,10,33m,124k,480,310ms,4,0.8999999999999999,8m,85k,126m,40k,13g,10g,380s,6s,3,true,0.8999999999999999,true,false,0.9999999999999999
177,1900000,15,15,48m,121k,760,100ms,1,0.7999999999999999,58m,26k,114m,56k,12g,13g,340s,5s,5,false,0.7999999999999999,true,false,0.5
178,2800000,15,15,109m,122k,630,760ms,3,0.5,36m,108k,98m,66k,11g,12g,360s,9s,1,true,0.8999999999999999,true,true,0.7
